Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas4930          Pavarde4930         2    9    6    1    7    1    9    6    5    9    5    
Vardas4931          Pavarde4931         4    10   7    4    3    6    4    9    5    5    9    
Vardas4932          Pavarde4932         9    10   2    9    1    7    1    9    8    5    4    
Vardas4933          Pavarde4933         6    4    5    6    7    4    2    5    5    6    3    
Vardas4934          Pavarde4934         4    3    8    9    6    10   3    9    4    4    6    
Vardas4935          Pavarde4935         5    1    3    8    2    2    6    6    8    2    7    
Vardas4936          Pavarde4936         7    1    4    4    7    3    2    4    4    7    8    
Vardas4937          Pavarde4937         9    1    10   2    9    10   7    8    5    4    8    
Vardas4938          Pavarde4938         10   8    5    2    8    4    5    1    6    8    1    
Vardas4939          Pavarde4939         2    10   8    7    9    2    7    1    8    9    10   
Vardas4940          Pavarde4940         8    6    9    3    4    2    6    4    10   8    10   
Vardas4941          Pavarde4941         8    9    4    6    3    5    2    3    9    9    5    
Vardas4942          Pavarde4942         7    9    2    1    4    7    1    3    5    6    7    
Vardas4943          Pavarde4943         8    4    5    4    7    3    8    6    5    3    8    
Vardas4944          Pavarde4944         4    2    3    5    4    6    4    3    8    10   6    
Vardas4945          Pavarde4945         6    3    7    7    6    10   3    3    8    7    3    
Vardas4946          Pavarde4946         5    10   10   2    3    10   1    1    8    1    10   
Vardas4947          Pavarde4947         4    6    3    1    6    8    3    8    3    8    3    
Vardas4948          Pavarde4948         2    7    1    3    2    10   8    4    3    10   3    
Vardas4949          Pavarde4949         6    6    3    3    4    1    8    7    7    8    1    
Vardas4950          Pavarde4950         2    4    4    6    6    10   8    10   8    4    3    
Vardas4951          Pavarde4951         2    4    9    7    4    5    1    3    10   5    7    
Vardas4952          Pavarde4952         10   2    6    8    10   3    5    2    5    5    3    
Vardas4953          Pavarde4953         6    10   8    10   8    10   3    9    10   2    4    
Vardas4954          Pavarde4954         3    10   4    5    9    10   5    4    10   4    4    
Vardas4955          Pavarde4955         6    1    1    2    3    3    5    7    8    2    6    
Vardas4956          Pavarde4956         8    9    1    3    8    9    3    4    5    8    4    
Vardas4957          Pavarde4957         8    5    9    1    5    2    9    3    6    10   10   
Vardas4958          Pavarde4958         3    10   7    4    5    10   7    7    2    3    4    
Vardas4959          Pavarde4959         1    3    2    4    1    9    8    1    6    6    10   
Vardas4960          Pavarde4960         2    1    4    5    7    8    3    10   8    2    1    
Vardas4961          Pavarde4961         6    2    4    8    1    3    9    4    9    7    2    
Vardas4962          Pavarde4962         1    4    1    9    1    10   7    8    6    5    6    
Vardas4963          Pavarde4963         10   10   5    2    2    3    3    6    4    6    3    
Vardas4964          Pavarde4964         9    3    6    6    9    6    1    5    5    4    5    
Vardas4965          Pavarde4965         8    9    7    2    3    9    3    3    8    9    2    
Vardas4966          Pavarde4966         6    9    4    7    8    7    6    6    4    7    1    
Vardas4967          Pavarde4967         4    4    8    9    8    10   3    1    4    8    2    
Vardas4968          Pavarde4968         3    10   8    7    10   3    10   10   5    5    5    
Vardas4969          Pavarde4969         1    9    3    9    4    1    9    4    10   3    10   
Vardas4970          Pavarde4970         4    8    9    9    10   2    9    5    9    8    10   
Vardas4971          Pavarde4971         8    9    10   2    8    3    3    4    10   2    2    
Vardas4972          Pavarde4972         7    6    2    9    7    9    2    2    7    5    7    
Vardas4973          Pavarde4973         6    5    5    1    7    1    9    7    2    6    5    
Vardas4974          Pavarde4974         5    10   1    9    7    1    3    1    6    1    10   
Vardas4975          Pavarde4975         9    4    1    7    4    5    9    1    3    6    10   
Vardas4976          Pavarde4976         7    4    8    4    5    8    1    2    5    10   1    
Vardas4977          Pavarde4977         8    7    7    4    5    10   10   2    1    6    6    
Vardas4978          Pavarde4978         8    4    2    9    7    9    5    8    10   4    6    
Vardas4979          Pavarde4979         6    5    6    9    10   7    6    1    1    1    8    
Vardas4980          Pavarde4980         10   6    6    6    3    4    7    1    3    9    1    
Vardas4981          Pavarde4981         1    5    3    3    10   9    4    6    1    2    9    
Vardas4982          Pavarde4982         9    2    9    2    2    10   2    5    8    9    8    
Vardas4983          Pavarde4983         6    4    6    3    5    4    5    3    7    4    9    
Vardas4984          Pavarde4984         3    6    4    2    6    6    6    1    1    5    6    
Vardas4985          Pavarde4985         2    1    2    3    8    6    2    5    10   6    1    
Vardas4986          Pavarde4986         10   6    2    9    8    9    4    1    4    8    6    
Vardas4987          Pavarde4987         6    6    4    5    9    5    2    5    10   5    9    
Vardas4988          Pavarde4988         6    4    1    2    5    8    2    4    8    3    2    
Vardas4989          Pavarde4989         1    10   7    1    6    3    9    6    10   7    6    
Vardas4990          Pavarde4990         4    1    4    9    2    9    2    9    1    8    4    
Vardas4991          Pavarde4991         1    2    2    2    4    3    5    7    5    6    9    
Vardas4992          Pavarde4992         7    2    4    5    10   5    6    4    10   6    2    
Vardas4993          Pavarde4993         4    10   10   6    9    10   7    4    1    7    8    
Vardas4994          Pavarde4994         10   4    7    8    3    3    2    8    3    9    5    
Vardas4995          Pavarde4995         2    8    6    9    8    1    8    4    6    1    5    
Vardas4996          Pavarde4996         1    1    10   2    9    8    3    6    7    7    3    
Vardas4997          Pavarde4997         2    8    2    7    2    3    2    7    4    5    9    
Vardas4998          Pavarde4998         4    10   10   10   2    8    7    10   5    3    3    
Vardas4999          Pavarde4999         6    9    6    2    2    10   2    4    10   5    9    
Vardas5000          Pavarde5000         9    1    7    10   8    5    7    10   4    3    9    
Vardas5001          Pavarde5001         6    9    1    2    6    2    7    3    8    2    1    
Vardas5002          Pavarde5002         2    2    8    2    2    2    8    7    5    8    4    
Vardas5003          Pavarde5003         1    3    7    1    3    3    8    8    8    2    2    
Vardas5004          Pavarde5004         10   4    4    1    4    9    4    6    6    5    6    
Vardas5005          Pavarde5005         4    7    8    7    9    3    6    1    5    5    8    
Vardas5006          Pavarde5006         8    5    4    1    2    9    2    3    8    9    3    
Vardas5007          Pavarde5007         3    7    9    1    2    9    9    4    6    6    4    
Vardas5008          Pavarde5008         8    2    10   5    9    5    10   6    10   7    4    
Vardas5009          Pavarde5009         2    4    6    3    5    8    1    7    2    5    6    
Vardas5010          Pavarde5010         4    1    6    4    5    10   8    10   8    2    5    
Vardas5011          Pavarde5011         7    8    8    5    10   3    9    7    6    4    8    
Vardas5012          Pavarde5012         5    8    3    4    6    6    10   7    10   10   10   
Vardas5013          Pavarde5013         2    5    9    8    7    7    4    5    9    2    5    
Vardas5014          Pavarde5014         7    4    5    5    9    1    5    6    3    6    5    
Vardas5015          Pavarde5015         9    7    7    8    8    4    4    6    7    8    1    
Vardas5016          Pavarde5016         7    6    5    8    10   7    9    10   3    10   6    
Vardas5017          Pavarde5017         6    6    8    1    4    6    1    2    1    5    9    
Vardas5018          Pavarde5018         1    9    10   2    10   8    8    8    2    6    10   
Vardas5019          Pavarde5019         8    2    8    7    9    2    7    10   5    1    6    
Vardas5020          Pavarde5020         1    1    8    4    1    3    2    6    7    9    10   
Vardas5021          Pavarde5021         1    5    2    3    4    6    3    7    3    5    8    
Vardas5022          Pavarde5022         9    6    10   6    5    6    6    4    5    4    8    
Vardas5023          Pavarde5023         2    7    8    7    1    7    5    5    1    2    3    
Vardas5024          Pavarde5024         1    2    2    1    2    8    2    2    7    8    3    
Vardas5025          Pavarde5025         8    1    10   1    7    7    8    6    6    1    9    
Vardas5026          Pavarde5026         5    7    6    3    10   10   9    7    4    9    5    
Vardas5027          Pavarde5027         3    8    8    6    4    8    5    7    10   7    9    
Vardas5028          Pavarde5028         10   8    6    5    8    5    5    1    5    1    10   
Vardas5029          Pavarde5029         5    10   8    5    2    8    8    6    1    2    3    
Vardas5030          Pavarde5030         8    1    7    1    2    2    10   9    6    6    10   
Vardas5031          Pavarde5031         4    8    6    10   7    1    9    3    1    7    7    
Vardas5032          Pavarde5032         4    10   7    6    10   8    7    4    6    4    7    
