Pavarde             Vardas              Galutinis (Med.)    
Vardas2373          Pavarde2373         5.80                
Vardas1318          Pavarde1318         5.80                
Vardas2879          Pavarde2879         5.80                
Vardas1353          Pavarde1353         5.80                
Vardas469           Pavarde469          5.80                
Vardas467           Pavarde467          5.80                
Vardas4581          Pavarde4581         5.80                
Vardas262           Pavarde262          5.80                
Vardas4651          Pavarde4651         5.80                
Vardas4586          Pavarde4586         5.80                
Vardas893           Pavarde893          5.80                
Vardas4559          Pavarde4559         5.80                
Vardas1310          Pavarde1310         5.80                
Vardas2785          Pavarde2785         5.80                
Vardas280           Pavarde280          5.80                
Vardas4634          Pavarde4634         5.80                
Vardas2777          Pavarde2777         5.80                
Vardas4623          Pavarde4623         5.80                
Vardas933           Pavarde933          5.80                
Vardas2048          Pavarde2048         5.80                
Vardas1244          Pavarde1244         5.80                
Vardas487           Pavarde487          5.80                
Vardas3825          Pavarde3825         5.80                
Vardas1391          Pavarde1391         5.80                
Vardas212           Pavarde212          5.80                
Vardas872           Pavarde872          5.80                
Vardas3992          Pavarde3992         5.80                
Vardas2173          Pavarde2173         5.80                
Vardas5180          Pavarde5180         5.80                
Vardas490           Pavarde490          5.80                
Vardas4671          Pavarde4671         5.80                
Vardas397           Pavarde397          5.80                
Vardas1207          Pavarde1207         5.80                
Vardas4552          Pavarde4552         5.80                
