Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas6068          Pavarde6068         1    7    5    10   2    2    9    5    7    1    10   
Vardas6069          Pavarde6069         5    3    4    10   7    6    5    1    2    1    9    
Vardas6070          Pavarde6070         10   8    5    2    2    3    3    5    3    3    9    
Vardas6071          Pavarde6071         5    1    8    5    10   9    6    9    3    10   3    
Vardas6072          Pavarde6072         4    8    9    7    10   10   3    3    7    10   3    
Vardas6073          Pavarde6073         8    4    8    1    7    10   3    8    3    2    2    
Vardas6074          Pavarde6074         1    1    1    4    10   3    9    5    10   1    8    
Vardas6075          Pavarde6075         1    3    6    5    4    3    3    9    2    5    3    
Vardas6076          Pavarde6076         3    9    10   10   9    4    4    2    3    1    2    
Vardas6077          Pavarde6077         9    2    3    7    4    4    5    8    9    3    2    
Vardas6078          Pavarde6078         7    8    7    9    8    8    2    10   2    8    5    
Vardas6079          Pavarde6079         7    7    9    1    6    3    5    9    7    4    2    
Vardas6080          Pavarde6080         7    4    4    4    1    5    7    3    4    1    6    
Vardas6081          Pavarde6081         5    7    6    8    5    6    8    10   3    6    7    
Vardas6082          Pavarde6082         10   1    9    1    5    7    2    5    3    7    7    
Vardas6083          Pavarde6083         3    3    8    6    9    3    3    6    5    7    3    
Vardas6084          Pavarde6084         10   2    1    6    8    10   9    8    6    2    6    
Vardas6085          Pavarde6085         10   4    9    4    2    4    3    9    3    9    3    
Vardas6086          Pavarde6086         1    10   9    6    9    6    6    1    10   1    5    
Vardas6087          Pavarde6087         3    3    5    8    5    1    6    6    4    5    10   
Vardas6088          Pavarde6088         6    7    7    4    3    5    2    6    6    5    1    
Vardas6089          Pavarde6089         6    7    8    8    5    6    9    6    7    6    4    
Vardas6090          Pavarde6090         6    1    3    10   10   2    7    2    10   4    8    
Vardas6091          Pavarde6091         9    8    7    1    6    5    6    7    7    9    9    
Vardas6092          Pavarde6092         2    5    8    8    2    4    8    5    8    6    7    
Vardas6093          Pavarde6093         3    9    9    7    6    6    3    4    2    6    8    
Vardas6094          Pavarde6094         6    1    1    3    9    3    7    10   6    7    5    
Vardas6095          Pavarde6095         2    1    7    4    1    10   6    4    7    8    9    
Vardas6096          Pavarde6096         3    9    8    4    6    3    2    2    9    1    2    
Vardas6097          Pavarde6097         5    6    1    6    5    4    3    2    2    5    3    
Vardas6098          Pavarde6098         9    10   4    10   7    7    7    6    4    1    10   
Vardas6099          Pavarde6099         5    1    6    1    5    9    6    9    10   6    8    
Vardas6100          Pavarde6100         2    6    3    6    7    2    1    6    1    1    10   
Vardas6101          Pavarde6101         8    1    9    5    8    10   5    1    9    2    1    
Vardas6102          Pavarde6102         6    6    7    10   5    5    5    10   1    8    8    
Vardas6103          Pavarde6103         3    8    8    7    3    5    8    4    1    5    3    
Vardas6104          Pavarde6104         5    9    6    5    1    3    4    8    4    2    3    
Vardas6105          Pavarde6105         8    3    4    9    10   6    2    2    1    2    2    
Vardas6106          Pavarde6106         3    9    7    1    4    9    9    7    8    5    5    
Vardas6107          Pavarde6107         1    6    3    1    3    3    2    4    3    10   10   
Vardas6108          Pavarde6108         9    4    10   3    2    8    6    10   4    3    6    
Vardas6109          Pavarde6109         7    6    3    2    5    5    10   2    7    7    10   
Vardas6110          Pavarde6110         1    4    10   7    5    9    7    2    5    4    2    
Vardas6111          Pavarde6111         7    4    6    5    9    8    7    6    6    5    8    
Vardas6112          Pavarde6112         9    2    3    6    5    3    5    3    9    7    2    
Vardas6113          Pavarde6113         6    3    2    6    4    1    6    3    4    3    1    
Vardas6114          Pavarde6114         4    9    6    10   10   6    6    10   1    7    1    
Vardas6115          Pavarde6115         10   2    4    7    9    4    10   7    8    3    1    
Vardas6116          Pavarde6116         10   2    3    3    7    8    8    6    5    8    6    
Vardas6117          Pavarde6117         7    7    7    1    10   5    7    2    9    6    3    
Vardas6118          Pavarde6118         7    2    2    4    7    5    3    1    3    6    6    
Vardas6119          Pavarde6119         6    4    1    10   4    9    7    7    7    6    2    
Vardas6120          Pavarde6120         5    1    3    1    9    7    3    6    5    7    5    
Vardas6121          Pavarde6121         6    2    6    6    9    2    9    9    8    8    7    
Vardas6122          Pavarde6122         6    10   9    7    6    8    3    9    4    6    9    
Vardas6123          Pavarde6123         4    2    10   7    9    7    8    10   4    1    4    
Vardas6124          Pavarde6124         3    10   2    8    7    5    9    9    5    1    5    
Vardas6125          Pavarde6125         10   1    1    10   3    6    1    3    4    6    5    
Vardas6126          Pavarde6126         10   5    2    10   2    6    4    8    1    7    4    
Vardas6127          Pavarde6127         7    9    10   1    7    7    1    6    3    9    4    
Vardas6128          Pavarde6128         9    3    5    2    8    1    1    9    3    7    7    
Vardas6129          Pavarde6129         8    4    2    4    8    3    1    5    2    4    8    
Vardas6130          Pavarde6130         2    5    4    4    5    6    9    6    2    4    10   
Vardas6131          Pavarde6131         2    4    4    4    1    5    5    3    6    9    6    
Vardas6132          Pavarde6132         5    10   1    2    10   9    4    7    3    7    1    
Vardas6133          Pavarde6133         4    5    9    5    5    9    10   4    5    6    8    
Vardas6134          Pavarde6134         3    5    4    5    6    6    5    5    10   9    9    
Vardas6135          Pavarde6135         1    7    3    10   10   5    6    9    4    1    2    
Vardas6136          Pavarde6136         3    8    6    2    3    6    9    1    10   8    1    
Vardas6137          Pavarde6137         7    7    9    6    9    9    8    9    5    6    7    
Vardas6138          Pavarde6138         1    3    3    5    8    8    9    9    2    2    5    
Vardas6139          Pavarde6139         9    4    5    4    1    3    2    5    10   4    1    
Vardas6140          Pavarde6140         2    5    9    6    10   8    8    9    1    7    8    
Vardas6141          Pavarde6141         10   2    1    10   1    1    6    8    4    2    3    
Vardas6142          Pavarde6142         8    5    7    5    3    3    6    3    7    1    1    
Vardas6143          Pavarde6143         1    7    3    6    8    2    6    2    10   4    1    
Vardas6144          Pavarde6144         3    1    7    7    8    1    1    7    8    5    10   
Vardas6145          Pavarde6145         7    3    5    7    10   10   4    8    1    9    7    
Vardas6146          Pavarde6146         2    6    1    10   2    3    10   2    4    8    1    
Vardas6147          Pavarde6147         9    7    10   5    4    7    3    8    2    9    1    
Vardas6148          Pavarde6148         5    10   7    9    10   5    5    4    10   9    5    
Vardas6149          Pavarde6149         2    2    5    10   6    1    7    8    8    10   4    
Vardas6150          Pavarde6150         8    5    5    7    9    4    6    1    1    5    2    
Vardas6151          Pavarde6151         4    1    9    7    7    8    4    3    9    1    4    
Vardas6152          Pavarde6152         2    4    10   9    9    8    4    3    9    2    6    
Vardas6153          Pavarde6153         9    3    4    9    7    5    6    1    1    7    5    
Vardas6154          Pavarde6154         7    2    9    3    9    4    2    9    8    2    5    
Vardas6155          Pavarde6155         9    9    4    5    2    6    5    3    3    7    10   
Vardas6156          Pavarde6156         8    2    3    10   9    3    7    6    6    8    7    
Vardas6157          Pavarde6157         8    9    5    4    2    8    7    3    2    9    9    
Vardas6158          Pavarde6158         2    3    8    8    6    1    1    9    9    6    1    
Vardas6159          Pavarde6159         4    2    1    7    9    4    9    8    4    7    6    
Vardas6160          Pavarde6160         2    2    3    8    8    2    6    10   9    3    3    
Vardas6161          Pavarde6161         7    2    10   10   5    4    1    7    3    4    3    
Vardas6162          Pavarde6162         4    4    4    5    4    3    10   8    5    1    3    
Vardas6163          Pavarde6163         5    9    1    1    7    3    3    5    9    7    2    
Vardas6164          Pavarde6164         9    2    1    4    8    7    1    10   2    1    6    
Vardas6165          Pavarde6165         8    5    6    10   5    7    2    4    1    6    4    
Vardas6166          Pavarde6166         4    7    8    5    4    3    4    8    4    10   4    
Vardas6167          Pavarde6167         4    9    6    2    5    5    4    8    2    9    10   
Vardas6168          Pavarde6168         1    6    2    1    6    6    10   2    3    9    2    
Vardas6169          Pavarde6169         10   8    6    7    2    5    4    8    3    3    7    
Vardas6170          Pavarde6170         4    9    2    10   3    4    3    7    5    2    10   
